job_id,title,company,location,salary_raw,jd_raw,source,jd_text,salary_min,salary_max,salary_currency,skills
indeed_0_0,Binance Accelerator Program - Applied AI Agent Engineer,Binance,Remote,,全職在家工作,indeed,全職在家工作,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_4,LLM Applied Data Scientist (RAG/ NLP),Binance,Remote,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_8,Binance Accelerator Program - Data Scientist (AI/LLM),Binance,Remote,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_12,Binance Accelerator Program - DevOps Engineer (AI),Binance,Remote,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_16,AI Engineer (F/M),QIMA,Hong Kong,,實習,indeed,實習,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_17,Senior Generative AI architectural Engineer,Bank of China (Hong Kong) Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_21,"AI Engineer (Kowloon Bay, Python, Pytorch, Multiple vacancies)",CL Technical Services Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_25,Principal AI Consultant / Engineer,Automated Systems (HK) Ltd,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_29,Artificial Intelligence ( AI ) Development Team - Newly Formed,Acton Consulting Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_33,Senior Cloud Services Engineer - Associate - Cloud Platform Services - 12month contract,Hong Kong Exchanges and Clearing Limited,Hong Kong,,合約,indeed,合約,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_2_34,Senior Software Engineer / System Architect (Python/Django),Fundpark Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_2_38,Backend Engineer,The Payment Cards Group Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_4,Computer Vision / ML Scientist,Delvify,Hong Kong,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_8,AI Engineer,QBS System,"Sha Tin, New Territories",,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_12,Binance Accelerator Program - AI Productivity Engineer,Binance,Remote,,在家工作,indeed,在家工作,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_0_16,Binance Accelerator Program - LLM Model Training & Data Processing,Binance,Remote,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_17,Machine Learning Engineer,TeamNote Limited,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_21,Embodied AI Researcher (VLA Models),Hyphen Connect Limited,Hong Kong,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_25,AI Engineer/Developer,Crystal International Group Limited,Hong Kong,,,indeed,,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_1_29,Machine Learning Intern - AI Agents Conversational AI,NVIDIA,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
indeed_2_33,Senior Data Scientist,Ambition,Hong Kong,,全職,indeed,全職,,,HKD,"{'programming_languages': [], 'frameworks_libraries': [], 'cloud_devops': [], 'databases': [], 'soft_skills': []}"
